"Time_point","gene","cell_line","guide","replicate","value","biotype"
90,"PPIA.TR1","H1975","g2","R1",92.91409,"Protein-coding gene"
0,"PPIA.TR1","H1975","g2","R2",17.40926,"Protein-coding gene"
6,"PPIA.TR1","H1975","g2","R2",19.85227,"Protein-coding gene"
12,"PPIA.TR1","H1975","g2","R2",22.25492,"Protein-coding gene"
18,"PPIA.TR1","H1975","g2","R2",25.73597,"Protein-coding gene"
24,"PPIA.TR1","H1975","g2","R2",28.73646,"Protein-coding gene"
30,"PPIA.TR1","H1975","g2","R2",33.56189,"Protein-coding gene"
36,"PPIA.TR1","H1975","g2","R2",36.87247,"Protein-coding gene"
42,"PPIA.TR1","H1975","g2","R2",44.16545,"Protein-coding gene"
48,"PPIA.TR1","H1975","g2","R2",53.37949,"Protein-coding gene"
54,"PPIA.TR1","H1975","g2","R2",64.6706,"Protein-coding gene"
60,"PPIA.TR1","H1975","g2","R2",73.42316,"Protein-coding gene"
66,"PPIA.TR1","H1975","g2","R2",82.42911,"Protein-coding gene"
72,"PPIA.TR1","H1975","g2","R2",88.4035,"Protein-coding gene"
78,"PPIA.TR1","H1975","g2","R2",93.20551,"Protein-coding gene"
84,"PPIA.TR1","H1975","g2","R2",95.95367,"Protein-coding gene"
90,"PPIA.TR1","H1975","g2","R2",97.38692,"Protein-coding gene"
0,"PPIA.TR1","H1975","g3","R1",17.50958,"Protein-coding gene"
6,"PPIA.TR1","H1975","g3","R1",19.92855,"Protein-coding gene"
12,"PPIA.TR1","H1975","g3","R1",22.00494,"Protein-coding gene"
18,"PPIA.TR1","H1975","g3","R1",22.87594,"Protein-coding gene"
24,"PPIA.TR1","H1975","g3","R1",23.50866,"Protein-coding gene"
30,"PPIA.TR1","H1975","g3","R1",24.85399,"Protein-coding gene"
36,"PPIA.TR1","H1975","g3","R1",25.93111,"Protein-coding gene"
42,"PPIA.TR1","H1975","g3","R1",27.08773,"Protein-coding gene"
48,"PPIA.TR1","H1975","g3","R1",31.76037,"Protein-coding gene"
54,"PPIA.TR1","H1975","g3","R1",36.86332,"Protein-coding gene"
60,"PPIA.TR1","H1975","g3","R1",43.27106,"Protein-coding gene"
66,"PPIA.TR1","H1975","g3","R1",51.01607,"Protein-coding gene"
72,"PPIA.TR1","H1975","g3","R1",57.8159,"Protein-coding gene"
78,"PPIA.TR1","H1975","g3","R1",64.46144,"Protein-coding gene"
84,"PPIA.TR1","H1975","g3","R1",70.65438,"Protein-coding gene"
90,"PPIA.TR1","H1975","g3","R1",76.304,"Protein-coding gene"
0,"PPIA.TR1","H1975","g3","R2",17.67056,"Protein-coding gene"
6,"PPIA.TR1","H1975","g3","R2",18.989,"Protein-coding gene"
12,"PPIA.TR1","H1975","g3","R2",20.41118,"Protein-coding gene"
18,"PPIA.TR1","H1975","g3","R2",21.30158,"Protein-coding gene"
24,"PPIA.TR1","H1975","g3","R2",21.60347,"Protein-coding gene"
30,"PPIA.TR1","H1975","g3","R2",21.26294,"Protein-coding gene"
36,"PPIA.TR1","H1975","g3","R2",21.80264,"Protein-coding gene"
42,"PPIA.TR1","H1975","g3","R2",22.64655,"Protein-coding gene"
48,"PPIA.TR1","H1975","g3","R2",24.14336,"Protein-coding gene"
54,"PPIA.TR1","H1975","g3","R2",27.47347,"Protein-coding gene"
60,"PPIA.TR1","H1975","g3","R2",31.42155,"Protein-coding gene"
66,"PPIA.TR1","H1975","g3","R2",36.78347,"Protein-coding gene"
72,"PPIA.TR1","H1975","g3","R2",43.04209,"Protein-coding gene"
78,"PPIA.TR1","H1975","g3","R2",49.29354,"Protein-coding gene"
84,"PPIA.TR1","H1975","g3","R2",55.95095,"Protein-coding gene"
90,"PPIA.TR1","H1975","g3","R2",62.14558,"Protein-coding gene"
0,"RPS16","H1975","g1","R1",12.7179,"CEG"
6,"RPS16","H1975","g1","R1",14.84887,"CEG"
12,"RPS16","H1975","g1","R1",16.70193,"CEG"
18,"RPS16","H1975","g1","R1",18.3014,"CEG"
24,"RPS16","H1975","g1","R1",19.51733,"CEG"
30,"RPS16","H1975","g1","R1",20.9959,"CEG"
36,"RPS16","H1975","g1","R1",21.57092,"CEG"
42,"RPS16","H1975","g1","R1",21.75935,"CEG"
48,"RPS16","H1975","g1","R1",23.56473,"CEG"
54,"RPS16","H1975","g1","R1",26.53587,"CEG"
60,"RPS16","H1975","g1","R1",30.02836,"CEG"
66,"RPS16","H1975","g1","R1",35.94576,"CEG"
72,"RPS16","H1975","g1","R1",42.09129,"CEG"
78,"RPS16","H1975","g1","R1",50.73463,"CEG"
84,"RPS16","H1975","g1","R1",59.09528,"CEG"
90,"RPS16","H1975","g1","R1",67.03634,"CEG"
0,"RPS16","H1975","g1","R2",13.16416,"CEG"
6,"RPS16","H1975","g1","R2",16.10534,"CEG"
12,"RPS16","H1975","g1","R2",17.81098,"CEG"
18,"RPS16","H1975","g1","R2",19.54692,"CEG"
24,"RPS16","H1975","g1","R2",20.69937,"CEG"
30,"RPS16","H1975","g1","R2",20.95205,"CEG"
36,"RPS16","H1975","g1","R2",20.85734,"CEG"
42,"RPS16","H1975","g1","R2",21.75498,"CEG"
48,"RPS16","H1975","g1","R2",23.53705,"CEG"
54,"RPS16","H1975","g1","R2",25.71021,"CEG"
60,"RPS16","H1975","g1","R2",29.27188,"CEG"
66,"RPS16","H1975","g1","R2",34.62489,"CEG"
72,"RPS16","H1975","g1","R2",39.95441,"CEG"
78,"RPS16","H1975","g1","R2",46.52504,"CEG"
84,"RPS16","H1975","g1","R2",53.99969,"CEG"
90,"RPS16","H1975","g1","R2",61.29589,"CEG"
0,"RPS16","H1975","g2","R1",12.99572,"CEG"
6,"RPS16","H1975","g2","R1",14.6826,"CEG"
12,"RPS16","H1975","g2","R1",16.00132,"CEG"
18,"RPS16","H1975","g2","R1",16.3952,"CEG"
24,"RPS16","H1975","g2","R1",17.04242,"CEG"
30,"RPS16","H1975","g2","R1",17.59487,"CEG"
36,"RPS16","H1975","g2","R1",17.94234,"CEG"
42,"RPS16","H1975","g2","R1",17.80762,"CEG"
48,"RPS16","H1975","g2","R1",18.96481,"CEG"
54,"RPS16","H1975","g2","R1",20.42262,"CEG"
60,"RPS16","H1975","g2","R1",22.20746,"CEG"
66,"RPS16","H1975","g2","R1",25.82777,"CEG"
72,"RPS16","H1975","g2","R1",29.74934,"CEG"
78,"RPS16","H1975","g2","R1",34.05236,"CEG"
84,"RPS16","H1975","g2","R1",37.86722,"CEG"
90,"RPS16","H1975","g2","R1",41.37354,"CEG"
0,"RPS16","H1975","g2","R2",15.25682,"CEG"
6,"RPS16","H1975","g2","R2",17.58512,"CEG"
12,"RPS16","H1975","g2","R2",19.86318,"CEG"
18,"RPS16","H1975","g2","R2",21.54737,"CEG"
24,"RPS16","H1975","g2","R2",22.23913,"CEG"
30,"RPS16","H1975","g2","R2",23.43924,"CEG"
36,"RPS16","H1975","g2","R2",24.4492,"CEG"
42,"RPS16","H1975","g2","R2",26.37893,"CEG"
48,"RPS16","H1975","g2","R2",29.53128,"CEG"
54,"RPS16","H1975","g2","R2",33.12783,"CEG"
60,"RPS16","H1975","g2","R2",36.35006,"CEG"
66,"RPS16","H1975","g2","R2",38.17002,"CEG"
72,"RPS16","H1975","g2","R2",38.93542,"CEG"
78,"RPS16","H1975","g2","R2",38.12305,"CEG"
84,"RPS16","H1975","g2","R2",36.01267,"CEG"
90,"RPS16","H1975","g2","R2",31.96941,"CEG"
0,"PPIA.TR2","H1975","g1","R1",16.83869,"Protein-coding gene"
6,"PPIA.TR2","H1975","g1","R1",19.89309,"Protein-coding gene"
12,"PPIA.TR2","H1975","g1","R1",24.36342,"Protein-coding gene"
18,"PPIA.TR2","H1975","g1","R1",28.98093,"Protein-coding gene"
24,"PPIA.TR2","H1975","g1","R1",34.8977,"Protein-coding gene"
30,"PPIA.TR2","H1975","g1","R1",41.08083,"Protein-coding gene"
36,"PPIA.TR2","H1975","g1","R1",48.56721,"Protein-coding gene"
42,"PPIA.TR2","H1975","g1","R1",56.49095,"Protein-coding gene"
48,"PPIA.TR2","H1975","g1","R1",62.44077,"Protein-coding gene"
54,"PPIA.TR2","H1975","g1","R1",65.52937,"Protein-coding gene"
60,"PPIA.TR2","H1975","g1","R1",66.44495,"Protein-coding gene"
66,"PPIA.TR2","H1975","g1","R1",64.13071,"Protein-coding gene"
72,"PPIA.TR2","H1975","g1","R1",60.11578,"Protein-coding gene"
78,"PPIA.TR2","H1975","g1","R1",52.47748,"Protein-coding gene"
84,"PPIA.TR2","H1975","g1","R1",47.48781,"Protein-coding gene"
90,"PPIA.TR2","H1975","g1","R1",44.6875,"Protein-coding gene"
0,"PPIA.TR2","H1975","g1","R2",18.42471,"Protein-coding gene"
6,"PPIA.TR2","H1975","g1","R2",21.75261,"Protein-coding gene"
12,"PPIA.TR2","H1975","g1","R2",24.36356,"Protein-coding gene"
18,"PPIA.TR2","H1975","g1","R2",27.32128,"Protein-coding gene"
24,"PPIA.TR2","H1975","g1","R2",33.57722,"Protein-coding gene"
30,"PPIA.TR2","H1975","g1","R2",39.77416,"Protein-coding gene"
36,"PPIA.TR2","H1975","g1","R2",48.55209,"Protein-coding gene"
42,"PPIA.TR2","H1975","g1","R2",59.46146,"Protein-coding gene"
48,"PPIA.TR2","H1975","g1","R2",71.59055,"Protein-coding gene"
54,"PPIA.TR2","H1975","g1","R2",84.07936,"Protein-coding gene"
60,"PPIA.TR2","H1975","g1","R2",93.04086,"Protein-coding gene"
66,"PPIA.TR2","H1975","g1","R2",98.12913,"Protein-coding gene"
72,"PPIA.TR2","H1975","g1","R2",99.72966,"Protein-coding gene"
78,"PPIA.TR2","H1975","g1","R2",99.93317,"Protein-coding gene"
84,"PPIA.TR2","H1975","g1","R2",99.99503,"Protein-coding gene"
90,"PPIA.TR2","H1975","g1","R2",99.99952,"Protein-coding gene"
0,"PPIA.TR2","H1975","g2","R1",14.84035,"Protein-coding gene"
6,"PPIA.TR2","H1975","g2","R1",17.70226,"Protein-coding gene"
12,"PPIA.TR2","H1975","g2","R1",20.28684,"Protein-coding gene"
18,"PPIA.TR2","H1975","g2","R1",23.2364,"Protein-coding gene"
24,"PPIA.TR2","H1975","g2","R1",27.74376,"Protein-coding gene"
30,"PPIA.TR2","H1975","g2","R1",33.75024,"Protein-coding gene"
36,"PPIA.TR2","H1975","g2","R1",41.20438,"Protein-coding gene"
42,"PPIA.TR2","H1975","g2","R1",49.6588,"Protein-coding gene"
48,"PPIA.TR2","H1975","g2","R1",61.00475,"Protein-coding gene"
54,"PPIA.TR2","H1975","g2","R1",72.75906,"Protein-coding gene"
60,"PPIA.TR2","H1975","g2","R1",82.75795,"Protein-coding gene"
66,"PPIA.TR2","H1975","g2","R1",91.17645,"Protein-coding gene"
72,"PPIA.TR2","H1975","g2","R1",94.86588,"Protein-coding gene"
78,"PPIA.TR2","H1975","g2","R1",97.59109,"Protein-coding gene"
84,"PPIA.TR2","H1975","g2","R1",99.02519,"Protein-coding gene"
90,"PPIA.TR2","H1975","g2","R1",99.68683,"Protein-coding gene"
0,"PPIA.TR2","H1975","g2","R2",16.76075,"Protein-coding gene"
6,"PPIA.TR2","H1975","g2","R2",19.73334,"Protein-coding gene"
12,"PPIA.TR2","H1975","g2","R2",22.68783,"Protein-coding gene"
18,"PPIA.TR2","H1975","g2","R2",25.42695,"Protein-coding gene"
24,"PPIA.TR2","H1975","g2","R2",30.65274,"Protein-coding gene"
30,"PPIA.TR2","H1975","g2","R2",37.58594,"Protein-coding gene"
36,"PPIA.TR2","H1975","g2","R2",44.56461,"Protein-coding gene"
42,"PPIA.TR2","H1975","g2","R2",55.65971,"Protein-coding gene"
48,"PPIA.TR2","H1975","g2","R2",69.13751,"Protein-coding gene"
54,"PPIA.TR2","H1975","g2","R2",81.50539,"Protein-coding gene"
60,"PPIA.TR2","H1975","g2","R2",91.5781,"Protein-coding gene"
66,"PPIA.TR2","H1975","g2","R2",97.06207,"Protein-coding gene"
72,"PPIA.TR2","H1975","g2","R2",99.23395,"Protein-coding gene"
78,"PPIA.TR2","H1975","g2","R2",99.87752,"Protein-coding gene"
84,"PPIA.TR2","H1975","g2","R2",99.99283,"Protein-coding gene"
90,"PPIA.TR2","H1975","g2","R2",99.99928,"Protein-coding gene"
0,"PPIA.TR2","H1975","g3","R1",14.45382,"Protein-coding gene"
6,"PPIA.TR2","H1975","g3","R1",16.77675,"Protein-coding gene"
12,"PPIA.TR2","H1975","g3","R1",18.84436,"Protein-coding gene"
18,"PPIA.TR2","H1975","g3","R1",21.73738,"Protein-coding gene"
24,"PPIA.TR2","H1975","g3","R1",24.11215,"Protein-coding gene"
30,"PPIA.TR2","H1975","g3","R1",27.84924,"Protein-coding gene"
36,"PPIA.TR2","H1975","g3","R1",32.26532,"Protein-coding gene"
42,"PPIA.TR2","H1975","g3","R1",38.64119,"Protein-coding gene"
48,"PPIA.TR2","H1975","g3","R1",46.48975,"Protein-coding gene"
54,"PPIA.TR2","H1975","g3","R1",58.98897,"Protein-coding gene"
60,"PPIA.TR2","H1975","g3","R1",71.69675,"Protein-coding gene"
66,"PPIA.TR2","H1975","g3","R1",82.18502,"Protein-coding gene"
72,"PPIA.TR2","H1975","g3","R1",88.865,"Protein-coding gene"
78,"PPIA.TR2","H1975","g3","R1",93.23621,"Protein-coding gene"
84,"PPIA.TR2","H1975","g3","R1",95.79929,"Protein-coding gene"
90,"PPIA.TR2","H1975","g3","R1",97.33393,"Protein-coding gene"
0,"PPIA.TR2","H1975","g3","R2",14.74273,"Protein-coding gene"
6,"PPIA.TR2","H1975","g3","R2",17.46254,"Protein-coding gene"
12,"PPIA.TR2","H1975","g3","R2",19.28122,"Protein-coding gene"
18,"PPIA.TR2","H1975","g3","R2",21.46194,"Protein-coding gene"
24,"PPIA.TR2","H1975","g3","R2",24.71565,"Protein-coding gene"
30,"PPIA.TR2","H1975","g3","R2",29.79115,"Protein-coding gene"
36,"PPIA.TR2","H1975","g3","R2",35.06112,"Protein-coding gene"
42,"PPIA.TR2","H1975","g3","R2",41.61927,"Protein-coding gene"
48,"PPIA.TR2","H1975","g3","R2",50.85321,"Protein-coding gene"
54,"PPIA.TR2","H1975","g3","R2",62.33353,"Protein-coding gene"
60,"PPIA.TR2","H1975","g3","R2",75.25729,"Protein-coding gene"
66,"PPIA.TR2","H1975","g3","R2",85.75861,"Protein-coding gene"
72,"PPIA.TR2","H1975","g3","R2",92.89653,"Protein-coding gene"
78,"PPIA.TR2","H1975","g3","R2",97.20902,"Protein-coding gene"
84,"PPIA.TR2","H1975","g3","R2",99.40983,"Protein-coding gene"
90,"PPIA.TR2","H1975","g3","R2",99.94972,"Protein-coding gene"
0,"GAPDH","H1975","g1","R1",13.10718,"CEG"
6,"GAPDH","H1975","g1","R1",14.7147,"CEG"
12,"GAPDH","H1975","g1","R1",16.1254,"CEG"
18,"GAPDH","H1975","g1","R1",16.7655,"CEG"
24,"GAPDH","H1975","g1","R1",17.98922,"CEG"
30,"GAPDH","H1975","g1","R1",18.70959,"CEG"
36,"GAPDH","H1975","g1","R1",20.51795,"CEG"
42,"GAPDH","H1975","g1","R1",23.03815,"CEG"
48,"GAPDH","H1975","g1","R1",26.95019,"CEG"
54,"GAPDH","H1975","g1","R1",33.87777,"CEG"
60,"GAPDH","H1975","g1","R1",42.46541,"CEG"
66,"GAPDH","H1975","g1","R1",53.87489,"CEG"
72,"GAPDH","H1975","g1","R1",65.03139,"CEG"
78,"GAPDH","H1975","g1","R1",74.90505,"CEG"
84,"GAPDH","H1975","g1","R1",82.58282,"CEG"
90,"GAPDH","H1975","g1","R1",89.20168,"CEG"
0,"GAPDH","H1975","g1","R2",13.57113,"CEG"
6,"GAPDH","H1975","g1","R2",15.33434,"CEG"
12,"GAPDH","H1975","g1","R2",16.51746,"CEG"
18,"GAPDH","H1975","g1","R2",17.40425,"CEG"
24,"GAPDH","H1975","g1","R2",17.88934,"CEG"
30,"GAPDH","H1975","g1","R2",18.77049,"CEG"
36,"GAPDH","H1975","g1","R2",20.51321,"CEG"
42,"GAPDH","H1975","g1","R2",22.99487,"CEG"
48,"GAPDH","H1975","g1","R2",27.36659,"CEG"
54,"GAPDH","H1975","g1","R2",34.62677,"CEG"
60,"GAPDH","H1975","g1","R2",42.89352,"CEG"
66,"GAPDH","H1975","g1","R2",55.18872,"CEG"
72,"GAPDH","H1975","g1","R2",66.89156,"CEG"
78,"GAPDH","H1975","g1","R2",74.9617,"CEG"
84,"GAPDH","H1975","g1","R2",82.64175,"CEG"
90,"GAPDH","H1975","g1","R2",88.0291,"CEG"
0,"GAPDH","H1975","g2","R1",13.59914,"CEG"
6,"GAPDH","H1975","g2","R1",16.05646,"CEG"
12,"GAPDH","H1975","g2","R1",18.34035,"CEG"
18,"GAPDH","H1975","g2","R1",20.32151,"CEG"
24,"GAPDH","H1975","g2","R1",21.83276,"CEG"
30,"GAPDH","H1975","g2","R1",23.73798,"CEG"
36,"GAPDH","H1975","g2","R1",25.73295,"CEG"
42,"GAPDH","H1975","g2","R1",29.62464,"CEG"
48,"GAPDH","H1975","g2","R1",36.3132,"CEG"
54,"GAPDH","H1975","g2","R1",46.91857,"CEG"
60,"GAPDH","H1975","g2","R1",60.4485,"CEG"
66,"GAPDH","H1975","g2","R1",74.96418,"CEG"
72,"GAPDH","H1975","g2","R1",86.62302,"CEG"
78,"GAPDH","H1975","g2","R1",93.78381,"CEG"
84,"GAPDH","H1975","g2","R1",98.32027,"CEG"
90,"GAPDH","H1975","g2","R1",99.57149,"CEG"
0,"GAPDH","H1975","g2","R2",13.66056,"CEG"
6,"GAPDH","H1975","g2","R2",15.62394,"CEG"
12,"GAPDH","H1975","g2","R2",17.30773,"CEG"
18,"GAPDH","H1975","g2","R2",19.179,"CEG"
24,"GAPDH","H1975","g2","R2",20.63272,"CEG"
30,"GAPDH","H1975","g2","R2",23.32176,"CEG"
36,"GAPDH","H1975","g2","R2",25.96337,"CEG"
42,"GAPDH","H1975","g2","R2",30.677,"CEG"
48,"GAPDH","H1975","g2","R2",38.34402,"CEG"
54,"GAPDH","H1975","g2","R2",49.58484,"CEG"
60,"GAPDH","H1975","g2","R2",63.84922,"CEG"
66,"GAPDH","H1975","g2","R2",76.4334,"CEG"
72,"GAPDH","H1975","g2","R2",85.77425,"CEG"
78,"GAPDH","H1975","g2","R2",91.81091,"CEG"
84,"GAPDH","H1975","g2","R2",96.60431,"CEG"
90,"GAPDH","H1975","g2","R2",98.49884,"CEG"
0,"GAPDH","H1975","g3","R1",13.72244,"CEG"
6,"GAPDH","H1975","g3","R1",15.40613,"CEG"
12,"GAPDH","H1975","g3","R1",17.05554,"CEG"
18,"GAPDH","H1975","g3","R1",19.05748,"CEG"
24,"GAPDH","H1975","g3","R1",21.5529,"CEG"
30,"GAPDH","H1975","g3","R1",23.47209,"CEG"
36,"GAPDH","H1975","g3","R1",25.92167,"CEG"
42,"GAPDH","H1975","g3","R1",29.64379,"CEG"
48,"GAPDH","H1975","g3","R1",36.8631,"CEG"
54,"GAPDH","H1975","g3","R1",45.86439,"CEG"
60,"GAPDH","H1975","g3","R1",55.51933,"CEG"
66,"GAPDH","H1975","g3","R1",66.06857,"CEG"
72,"GAPDH","H1975","g3","R1",74.74718,"CEG"
78,"GAPDH","H1975","g3","R1",80.80989,"CEG"
84,"GAPDH","H1975","g3","R1",84.96589,"CEG"
90,"GAPDH","H1975","g3","R1",88.12112,"CEG"
0,"GAPDH","H1975","g3","R2",12.54777,"CEG"
6,"GAPDH","H1975","g3","R2",14.85785,"CEG"
12,"GAPDH","H1975","g3","R2",16.87865,"CEG"
18,"GAPDH","H1975","g3","R2",18.23572,"CEG"
24,"GAPDH","H1975","g3","R2",19.52044,"CEG"
30,"GAPDH","H1975","g3","R2",20.6817,"CEG"
36,"GAPDH","H1975","g3","R2",21.41673,"CEG"
42,"GAPDH","H1975","g3","R2",22.90824,"CEG"
48,"GAPDH","H1975","g3","R2",23.44276,"CEG"
54,"GAPDH","H1975","g3","R2",23.6183,"CEG"
60,"GAPDH","H1975","g3","R2",23.3276,"CEG"
66,"GAPDH","H1975","g3","R2",21.42162,"CEG"
72,"GAPDH","H1975","g3","R2",20.21408,"CEG"
78,"GAPDH","H1975","g3","R2",19.45311,"CEG"
84,"GAPDH","H1975","g3","R2",90.3026,"CEG"
90,"GAPDH","H1975","g3","R2",60.73087,"CEG"
0,"ZFAS1","H1975","g1","R1",14.72735,"LncRNA"
6,"ZFAS1","H1975","g1","R1",17.60298,"LncRNA"
12,"ZFAS1","H1975","g1","R1",21.32964,"LncRNA"
18,"ZFAS1","H1975","g1","R1",25.39269,"LncRNA"
24,"ZFAS1","H1975","g1","R1",30.19159,"LncRNA"
30,"ZFAS1","H1975","g1","R1",35.48987,"LncRNA"
36,"ZFAS1","H1975","g1","R1",40.25512,"LncRNA"
42,"ZFAS1","H1975","g1","R1",45.91027,"LncRNA"
48,"ZFAS1","H1975","g1","R1",50.95949,"LncRNA"
54,"ZFAS1","H1975","g1","R1",53.37189,"LncRNA"
60,"ZFAS1","H1975","g1","R1",53.8467,"LncRNA"
66,"ZFAS1","H1975","g1","R1",51.66009,"LncRNA"
72,"ZFAS1","H1975","g1","R1",48.19489,"LncRNA"
78,"ZFAS1","H1975","g1","R1",43.4046,"LncRNA"
84,"ZFAS1","H1975","g1","R1",39.31268,"LncRNA"
90,"ZFAS1","H1975","g1","R1",37.68297,"LncRNA"
0,"ZFAS1","H1975","g1","R2",13.01881,"LncRNA"
6,"ZFAS1","H1975","g1","R2",15.19777,"LncRNA"
12,"ZFAS1","H1975","g1","R2",17.41774,"LncRNA"
18,"ZFAS1","H1975","g1","R2",18.77581,"LncRNA"
24,"ZFAS1","H1975","g1","R2",21.41246,"LncRNA"
30,"ZFAS1","H1975","g1","R2",24.18122,"LncRNA"
36,"ZFAS1","H1975","g1","R2",27.5009,"LncRNA"
42,"ZFAS1","H1975","g1","R2",30.44597,"LncRNA"
48,"ZFAS1","H1975","g1","R2",34.51295,"LncRNA"
54,"ZFAS1","H1975","g1","R2",39.97781,"LncRNA"
60,"ZFAS1","H1975","g1","R2",49.58853,"LncRNA"
66,"ZFAS1","H1975","g1","R2",59.39209,"LncRNA"
72,"ZFAS1","H1975","g1","R2",69.28629,"LncRNA"
78,"ZFAS1","H1975","g1","R2",78.10216,"LncRNA"
84,"ZFAS1","H1975","g1","R2",85.27707,"LncRNA"
90,"ZFAS1","H1975","g1","R2",90.56773,"LncRNA"
0,"ZFAS1","H1975","g2","R1",17.19542,"LncRNA"
6,"ZFAS1","H1975","g2","R1",20.21899,"LncRNA"
12,"ZFAS1","H1975","g2","R1",22.53328,"LncRNA"
18,"ZFAS1","H1975","g2","R1",25.54522,"LncRNA"
24,"ZFAS1","H1975","g2","R1",30.07932,"LncRNA"
30,"ZFAS1","H1975","g2","R1",35.22665,"LncRNA"
36,"ZFAS1","H1975","g2","R1",39.79398,"LncRNA"
42,"ZFAS1","H1975","g2","R1",45.07169,"LncRNA"
48,"ZFAS1","H1975","g2","R1",53.11998,"LncRNA"
54,"ZFAS1","H1975","g2","R1",63.50548,"LncRNA"
60,"ZFAS1","H1975","g2","R1",74.93285,"LncRNA"
66,"ZFAS1","H1975","g2","R1",86.15743,"LncRNA"
72,"ZFAS1","H1975","g2","R1",93.55725,"LncRNA"
78,"ZFAS1","H1975","g2","R1",97.55757,"LncRNA"
84,"ZFAS1","H1975","g2","R1",99.35349,"LncRNA"
90,"ZFAS1","H1975","g2","R1",99.88452,"LncRNA"
0,"ZFAS1","H1975","g2","R2",16.80503,"LncRNA"
6,"ZFAS1","H1975","g2","R2",19.86659,"LncRNA"
12,"ZFAS1","H1975","g2","R2",22.63725,"LncRNA"
18,"ZFAS1","H1975","g2","R2",25.18944,"LncRNA"
24,"ZFAS1","H1975","g2","R2",28.832,"LncRNA"
30,"ZFAS1","H1975","g2","R2",32.0154,"LncRNA"
36,"ZFAS1","H1975","g2","R2",36.10863,"LncRNA"
42,"ZFAS1","H1975","g2","R2",39.82,"LncRNA"
48,"ZFAS1","H1975","g2","R2",45.58744,"LncRNA"
54,"ZFAS1","H1975","g2","R2",54.60635,"LncRNA"
